ocid,tender_id,lot,buyer_id,title,category_code,category_label,procurement_kind,procurement_method,publish_date,tender_period_days,estimate_value,quantity,unit,scope_metric_value,scope_metric_unit,n_bids_published,bids_published,status,award_id,awarded_vendor_id,awarded_value,award_date,emergency_declared,proprietary_certificate,framework_ref,reserved_for_mse,justification_note,scenario_truth
ocds-pgraph-T-0645,T-0645,1,B-015,Borewell drilling - Alwar (Oct 2022),borewell_drilling,Borewell drilling,works,open,2022-10-03,21,2420405.95,1452,metre,1452,metre,2,1,complete,A-0645,V-0090,2117471.18,2022-11-03,0,0,,0,,competitive
ocds-pgraph-T-0646,T-0646,1,B-022,Manned security services - Thrissur (Dec 2022),security_services,Manned security services,services,open,2022-12-03,30,,442,man-month,442,man-month,2,1,complete,A-0646,V-S005,10018118.43,2023-01-29,0,0,,0,,competitive
ocds-pgraph-T-0647,T-0647,1,B-022,Ambulance procurement - Thrissur (Jul 2025),ambulance_vehicle,Ambulance procurement,goods,open,2025-07-10,10,65155626.04,24,unit,24,unit,6,1,complete,A-0647,V-0125,56019572.24,2025-08-16,0,0,,0,,competitive
ocds-pgraph-T-0648,T-0648,1,B-022,Manned security services - Thrissur (Jan 2023),security_services,Manned security services,services,open,2023-01-31,7,2236637.7,96,man-month,96,man-month,6,1,complete,A-0648,V-S005,1933963.69,2023-03-13,0,0,,0,,competitive
ocds-pgraph-T-0649,T-0649,1,B-022,Building construction works - Thrissur (Oct 2023),building_construction,Building construction works,works,open,2023-10-26,21,6289861.2,3204,sq.m,3204,sq.m,4,1,complete,A-0649,V-S004,5502359.96,2023-12-19,0,0,,0,,competitive
ocds-pgraph-T-0650,T-0650,1,B-022,Ambulance procurement - Thrissur (Jan 2024),ambulance_vehicle,Ambulance procurement,goods,open,2024-01-12,14,50073487.5,21,unit,21,unit,2,1,complete,A-0650,V-0001,45357700.44,2024-02-29,0,0,,0,,competitive
ocds-pgraph-T-0651,T-0651,1,B-022,Manned security services - Thrissur (Dec 2024),security_services,Manned security services,services,open,2024-12-26,14,12931617.35,462,man-month,462,man-month,5,1,complete,A-0651,V-0223,12375865.31,2025-02-06,0,0,,0,,competitive
ocds-pgraph-T-0652,T-0652,1,B-022,Building construction works - Thrissur (Sep 2023),building_construction,Building construction works,works,open,2023-09-06,7,7048515.0,3320,sq.m,3320,sq.m,7,1,complete,A-0652,V-0099,5559229.75,2023-10-10,0,0,,0,,competitive
ocds-pgraph-T-0653,T-0653,1,B-022,Ambulance procurement - Thrissur (Mar 2026),ambulance_vehicle,Ambulance procurement,goods,open,2026-03-10,30,29782590.87,11,unit,11,unit,3,1,complete,A-0653,V-0125,27299619.64,2026-05-06,0,0,,0,,competitive
ocds-pgraph-T-0654,T-0654,1,B-022,Ambulance procurement - Thrissur (Feb 2024),ambulance_vehicle,Ambulance procurement,goods,open,2024-02-10,21,55531946.32,24,unit,24,unit,7,1,complete,A-0654,V-0125,45763526.13,2024-03-26,0,0,,0,,competitive
ocds-pgraph-T-0655,T-0655,1,B-022,Manned security services - Thrissur (Oct 2025),security_services,Manned security services,services,open,2025-10-19,21,,469,man-month,469,man-month,1,1,complete,A-0655,V-S007,14154806.96,2025-12-19,0,0,,0,,competitive
ocds-pgraph-T-0656,T-0656,1,B-022,Building construction works - Thrissur (Jan 2024),building_construction,Building construction works,works,open,2024-01-06,7,7369692.21,3361,sq.m,3361,sq.m,4,1,complete,A-0656,V-0138,6076188.1,2024-02-25,0,0,,0,,competitive
ocds-pgraph-T-0657,T-0657,1,B-022,Manned security services - Thrissur (Jan 2024),security_services,Manned security services,services,open,2024-01-20,7,,210,man-month,210,man-month,3,1,complete,A-0657,V-0040,4680745.69,2024-02-15,0,0,,0,,competitive
ocds-pgraph-T-0658,T-0658,1,B-022,Building construction works - Thrissur (Nov 2024),building_construction,Building construction works,works,open,2024-11-27,7,1122023.27,498,sq.m,498,sq.m,2,1,complete,A-0658,V-0099,966367.77,2025-01-04,0,0,,0,,competitive
ocds-pgraph-T-0659,T-0659,1,B-022,Building construction works - Thrissur (Nov 2022),building_construction,Building construction works,works,open,2022-11-22,10,3439974.69,1763,sq.m,1763,sq.m,3,1,complete,A-0659,V-0138,3157204.95,2023-01-07,0,0,,0,,competitive
ocds-pgraph-T-0660,T-0660,1,B-022,Ambulance procurement - Thrissur (May 2026),ambulance_vehicle,Ambulance procurement,goods,open,2026-05-22,10,36807692.75,14,unit,14,unit,4,1,complete,A-0660,V-0001,29412390.83,2026-07-16,0,0,,0,,competitive
ocds-pgraph-T-0661,T-0661,1,B-022,Building construction works - Thrissur (May 2025),building_construction,Building construction works,works,open,2025-05-11,21,2280606.86,1019,sq.m,1019,sq.m,6,1,complete,A-0661,V-0029,2168136.71,2025-07-02,0,0,,0,,competitive
ocds-pgraph-T-0662,T-0662,1,B-022,Manned security services - Thrissur (Apr 2023),security_services,Manned security services,services,open,2023-04-19,10,4014726.16,143,man-month,143,man-month,2,1,complete,A-0662,V-0223,3123502.22,2023-06-12,0,0,,0,,competitive
ocds-pgraph-T-0663,T-0663,1,B-022,Ambulance procurement - Thrissur (Jul 2024),ambulance_vehicle,Ambulance procurement,goods,open,2024-07-30,30,13459336.6,5,unit,5,unit,6,1,complete,A-0663,V-0096,11670599.76,2024-09-21,0,0,,0,,competitive
ocds-pgraph-T-0664,T-0664,1,B-022,Ambulance procurement - Thrissur (Sep 2024),ambulance_vehicle,Ambulance procurement,goods,open,2024-09-06,14,56900546.55,24,unit,24,unit,4,1,complete,A-0664,V-0001,46154602.06,2024-10-15,0,0,,0,,competitive
ocds-pgraph-T-0665,T-0665,1,B-022,Building construction works - Thrissur (Feb 2023),building_construction,Building construction works,works,open,2023-02-02,21,4165779.52,2043,sq.m,2043,sq.m,3,1,complete,A-0665,V-0080,3631770.54,2023-03-16,0,0,,0,,competitive
ocds-pgraph-T-0666,T-0666,1,B-022,Ambulance procurement - Thrissur (Jun 2023),ambulance_vehicle,Ambulance procurement,goods,open,2023-06-29,30,19861328.52,9,unit,9,unit,7,1,complete,A-0666,V-0001,16305233.64,2023-08-28,0,0,,0,,competitive
ocds-pgraph-T-0667,T-0667,1,B-022,Building construction works - Thrissur (Oct 2024),building_construction,Building construction works,works,open,2024-10-30,14,2581112.13,1262,sq.m,1262,sq.m,4,1,complete,A-0667,V-0138,2273783.6,2024-12-20,0,0,,0,,competitive
ocds-pgraph-T-0668,T-0668,1,B-022,Manned security services - Thrissur (May 2023),security_services,Manned security services,services,open,2023-05-01,10,693655.53,26,man-month,26,man-month,7,1,complete,A-0668,V-0164,579989.89,2023-05-23,0,0,,0,,competitive
ocds-pgraph-T-0669,T-0669,1,B-005,Laptop and IT hardware supply - Mysuru (Feb 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-02-16,14,34383974.7,733,unit,733,unit,6,1,complete,A-0669,V-0153,29039859.74,2025-03-21,0,0,,0,,competitive
ocds-pgraph-T-0670,T-0670,1,B-005,Laptop and IT hardware supply - Mysuru (Oct 2024),laptops_it,Laptop and IT hardware supply,goods,open,2024-10-03,21,2243102.79,44,unit,44,unit,2,1,complete,A-0670,V-0034,2012387.6,2024-12-06,0,0,,0,,competitive
ocds-pgraph-T-0671,T-0671,1,B-005,Manned security services - Mysuru (Apr 2023),security_services,Manned security services,services,open,2023-04-14,21,12427598.29,556,man-month,556,man-month,5,1,complete,A-0671,V-0112,11264643.83,2023-06-01,0,0,,0,,competitive
ocds-pgraph-T-0672,T-0672,1,B-005,Laptop and IT hardware supply - Mysuru (Jan 2024),laptops_it,Laptop and IT hardware supply,goods,open,2024-01-14,10,5508502.41,107,unit,107,unit,1,1,complete,A-0672,V-0046,4915291.24,2024-03-05,0,0,,0,,competitive
ocds-pgraph-T-0673,T-0673,1,B-005,Manned security services - Mysuru (May 2023),security_services,Manned security services,services,open,2023-05-22,14,11267523.71,463,man-month,463,man-month,6,1,complete,A-0673,V-0062,9380053.71,2023-06-27,0,0,,0,,competitive
ocds-pgraph-T-0674,T-0674,1,B-005,Manned security services - Mysuru (Oct 2025),security_services,Manned security services,services,open,2025-10-21,14,2977103.05,116,man-month,116,man-month,4,1,complete,A-0674,V-0239,2951894.16,2025-12-11,0,0,,0,,competitive
ocds-pgraph-T-0675,T-0675,1,B-005,Manned security services - Mysuru (Dec 2023),security_services,Manned security services,services,open,2023-12-24,21,11212077.76,500,man-month,500,man-month,2,1,complete,A-0675,V-0069,10193414.87,2024-02-07,0,0,,0,,competitive
ocds-pgraph-T-0676,T-0676,1,B-005,Manned security services - Mysuru (Jul 2023),security_services,Manned security services,services,open,2023-07-11,7,7178085.64,304,man-month,304,man-month,2,1,complete,A-0676,V-0069,6247464.65,2023-08-15,0,0,,0,,competitive
ocds-pgraph-T-0677,T-0677,1,B-005,Laptop and IT hardware supply - Mysuru (May 2026),laptops_it,Laptop and IT hardware supply,goods,open,2026-05-16,10,24104495.67,441,unit,441,unit,5,1,complete,A-0677,V-0046,20739129.01,2026-06-08,0,0,,0,,competitive
ocds-pgraph-T-0678,T-0678,1,B-005,Manned security services - Mysuru (May 2025),security_services,Manned security services,services,open,2025-05-14,7,6731895.16,251,man-month,251,man-month,7,1,complete,A-0678,V-0239,5532717.31,2025-07-03,0,0,,0,,competitive
ocds-pgraph-T-0679,T-0679,1,B-005,Laptop and IT hardware supply - Mysuru (May 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-05-10,14,9948765.24,219,unit,219,unit,5,1,complete,A-0679,V-0046,8754651.55,2025-06-18,0,0,,0,,competitive
ocds-pgraph-T-0680,T-0680,1,B-005,Manned security services - Mysuru (Oct 2025),security_services,Manned security services,services,open,2025-10-06,10,3775903.73,159,man-month,159,man-month,5,1,complete,A-0680,V-0140,3304368.04,2025-11-25,0,0,,0,,competitive
ocds-pgraph-T-0681,T-0681,1,B-005,Manned security services - Mysuru (Sep 2024),security_services,Manned security services,services,open,2024-09-08,10,10053448.19,417,man-month,417,man-month,1,1,complete,A-0681,V-0140,8867596.9,2024-09-30,0,0,,0,,competitive
ocds-pgraph-T-0682,T-0682,1,B-005,Manned security services - Mysuru (Jan 2026),security_services,Manned security services,services,open,2026-01-18,14,9277640.11,349,man-month,349,man-month,3,1,complete,A-0682,V-0062,7377862.2,2026-02-28,0,0,,0,,competitive
ocds-pgraph-T-0683,T-0683,1,B-005,Manned security services - Mysuru (Jun 2023),security_services,Manned security services,services,open,2023-06-21,21,5032574.66,219,man-month,219,man-month,2,1,complete,A-0683,V-0045,4544092.84,2023-08-15,0,0,,0,,competitive
ocds-pgraph-T-0684,T-0684,1,B-005,Laptop and IT hardware supply - Mysuru (Apr 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-04-19,14,16076918.29,330,unit,330,unit,3,1,complete,A-0684,V-0091,14557532.06,2025-06-13,0,0,,0,,competitive
ocds-pgraph-T-0685,T-0685,1,B-005,Manned security services - Mysuru (Dec 2023),security_services,Manned security services,services,open,2023-12-23,10,10524429.19,419,man-month,419,man-month,4,1,complete,A-0685,V-0140,8406024.49,2024-02-01,0,0,,0,,competitive
ocds-pgraph-T-0686,T-0686,1,B-005,Laptop and IT hardware supply - Mysuru (May 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-05-19,30,30064679.93,569,unit,569,unit,3,1,complete,A-0686,V-Y004,27027735.5,2025-07-22,0,0,,0,,competitive
ocds-pgraph-T-0687,T-0687,1,B-005,Manned security services - Mysuru (Oct 2024),security_services,Manned security services,services,open,2024-10-20,21,8172838.79,344,man-month,344,man-month,3,1,complete,A-0687,V-0062,7090419.38,2024-11-26,0,0,,0,,competitive
ocds-pgraph-T-0688,T-0688,1,B-005,Laptop and IT hardware supply - Mysuru (Apr 2024),laptops_it,Laptop and IT hardware supply,goods,open,2024-04-15,21,22246256.35,428,unit,428,unit,5,1,complete,A-0688,V-0034,17692667.25,2024-06-14,0,0,,0,,competitive
ocds-pgraph-T-0689,T-0689,1,B-005,Manned security services - Mysuru (Oct 2022),security_services,Manned security services,services,open,2022-10-12,30,11633959.69,488,man-month,488,man-month,2,1,complete,A-0689,V-0239,9379910.84,2022-12-06,0,0,,0,,competitive
ocds-pgraph-T-0690,T-0690,1,B-005,Manned security services - Mysuru (Jul 2024),security_services,Manned security services,services,open,2024-07-27,14,8254999.42,341,man-month,341,man-month,1,1,complete,A-0690,V-0239,8276876.65,2024-09-10,0,0,,0,,single
ocds-pgraph-T-0691,T-0691,1,B-005,Laptop and IT hardware supply - Mysuru (Oct 2022),laptops_it,Laptop and IT hardware supply,goods,open,2022-10-12,14,22493206.88,535,unit,535,unit,4,1,complete,A-0691,V-0034,20111398.11,2022-11-17,0,0,,0,,competitive
ocds-pgraph-T-0692,T-0692,1,B-005,Laptop and IT hardware supply - Mysuru (Jul 2023),laptops_it,Laptop and IT hardware supply,goods,open,2023-07-20,14,36300262.6,822,unit,822,unit,7,1,complete,A-0692,V-0091,29572436.31,2023-08-28,0,0,,0,,competitive
ocds-pgraph-T-0693,T-0693,1,B-005,Manned security services - Mysuru (Oct 2023),security_services,Manned security services,services,open,2023-10-28,21,2424861.44,95,man-month,95,man-month,4,1,complete,A-0693,V-0062,2245366.58,2023-12-12,0,0,,0,,competitive
ocds-pgraph-T-0694,T-0694,1,B-005,Manned security services - Mysuru (May 2026),security_services,Manned security services,services,open,2026-05-21,7,6039342.35,253,man-month,253,man-month,7,1,complete,A-0694,V-0112,5491243.41,2026-06-10,0,0,,0,,competitive
ocds-pgraph-T-0695,T-0695,1,B-005,Manned security services - Mysuru (Jul 2023),security_services,Manned security services,services,open,2023-07-17,30,7010166.54,275,man-month,275,man-month,0,0,complete,A-0695,V-0140,5628506.81,2023-09-11,0,0,,0,,competitive
ocds-pgraph-T-0696,T-0696,1,B-005,Laptop and IT hardware supply - Mysuru (Apr 2024),laptops_it,Laptop and IT hardware supply,goods,open,2024-04-23,21,4178349.53,80,unit,80,unit,3,1,complete,A-0696,V-Y004,3483032.48,2024-06-14,0,0,,0,,competitive
ocds-pgraph-T-0697,T-0697,1,B-011,Building construction works - Nashik (Sep 2025),building_construction,Building construction works,works,open,2025-09-18,10,961490.3,454,sq.m,454,sq.m,5,1,complete,A-0697,V-0052,824942.89,2025-10-18,0,0,,0,,competitive
ocds-pgraph-T-0698,T-0698,1,B-011,Borewell drilling - Nashik (Jul 2023),borewell_drilling,Borewell drilling,works,open,2023-07-02,14,3671012.33,2225,metre,2225,metre,3,1,complete,A-0698,V-0133,3127624.08,2023-08-13,0,0,,0,,competitive
ocds-pgraph-T-0699,T-0699,1,B-011,Borewell drilling - Nashik (Mar 2025),borewell_drilling,Borewell drilling,works,open,2025-03-20,14,3777569.8,2137,metre,2137,metre,6,1,complete,A-0699,V-S005,3327142.56,2025-04-14,0,0,,0,,competitive
ocds-pgraph-T-0700,T-0700,1,B-011,Borewell drilling - Nashik (Jun 2024),borewell_drilling,Borewell drilling,works,open,2024-06-27,10,,370,metre,370,metre,2,1,complete,A-0700,V-0184,581882.07,2024-08-03,0,0,,0,,competitive
ocds-pgraph-T-0701,T-0701,1,B-011,Road resurfacing works - Nashik (Jun 2026),road_resurfacing,Road resurfacing works,works,open,2026-06-08,14,2544912.16,10109,sq.m,10109,sq.m,6,1,complete,A-0701,V-0156,2191561.23,2026-07-28,0,0,,0,,competitive
ocds-pgraph-T-0702,T-0702,1,B-011,Building construction works - Nashik (Feb 2023),building_construction,Building construction works,works,open,2023-02-16,10,2274895.11,1188,sq.m,1188,sq.m,4,1,complete,A-0702,V-0079,1976216.51,2023-03-12,0,0,,0,,competitive
ocds-pgraph-T-0703,T-0703,1,B-011,Borewell drilling - Nashik (Aug 2024),borewell_drilling,Borewell drilling,works,open,2024-08-22,14,612492.86,324,metre,324,metre,5,1,complete,A-0703,V-0184,517595.6,2024-10-17,0,0,,0,,competitive
ocds-pgraph-T-0704,T-0704,1,B-011,Building construction works - Nashik (Mar 2024),building_construction,Building construction works,works,open,2024-03-07,21,5087609.51,2240,sq.m,2240,sq.m,5,1,complete,A-0704,V-0036,4196828.32,2024-05-12,0,0,,0,,competitive
ocds-pgraph-T-0705,T-0705,1,B-011,Building construction works - Nashik (Nov 2024),building_construction,Building construction works,works,open,2024-11-15,21,1756868.68,896,sq.m,896,sq.m,4,1,complete,A-0705,V-0079,1677233.57,2024-12-18,0,0,,0,,competitive
ocds-pgraph-T-0706,T-0706,1,B-011,Building construction works - Nashik (Jan 2025),building_construction,Building construction works,works,open,2025-01-09,30,1939915.61,893,sq.m,893,sq.m,6,1,complete,A-0706,V-0044,1664406.41,2025-02-23,0,0,,0,,competitive
ocds-pgraph-T-0707,T-0707,1,B-011,Road resurfacing works - Nashik (Oct 2023),road_resurfacing,Road resurfacing works,works,open,2023-10-26,10,10616935.49,47320,sq.m,47320,sq.m,6,1,complete,A-0707,V-0021,9658306.68,2023-12-12,0,0,,0,,competitive
ocds-pgraph-T-0708,T-0708,1,B-011,Building construction works - Nashik (Mar 2023),building_construction,Building construction works,works,open,2023-03-28,14,6700219.81,3512,sq.m,3512,sq.m,2,1,complete,A-0708,V-0022,6282720.72,2023-04-21,0,0,,0,,competitive
ocds-pgraph-T-0709,T-0709,1,B-011,Road resurfacing works - Nashik (Oct 2023),road_resurfacing,Road resurfacing works,works,open,2023-10-10,10,5995478.6,27051,sq.m,27051,sq.m,3,1,complete,A-0709,V-0197,5726589.04,2023-11-12,0,0,,0,,competitive
ocds-pgraph-T-0710,T-0710,1,B-011,Borewell drilling - Nashik (Aug 2024),borewell_drilling,Borewell drilling,works,open,2024-08-19,7,2390555.47,1179,metre,1179,metre,4,1,complete,A-0710,V-0005,2020633.01,2024-10-06,0,0,,0,,competitive
ocds-pgraph-T-0711,T-0711,1,B-011,Road resurfacing works - Nashik (Jul 2024),road_resurfacing,Road resurfacing works,works,open,2024-07-14,10,5327173.35,25080,sq.m,25080,sq.m,2,1,complete,A-0711,V-0021,4668300.52,2024-08-13,0,0,,0,,competitive
ocds-pgraph-T-0712,T-0712,1,B-011,Borewell drilling - Nashik (Dec 2025),borewell_drilling,Borewell drilling,works,open,2025-12-16,7,959134.02,476,metre,476,metre,7,1,complete,A-0712,V-0005,785956.01,2026-01-27,0,0,,0,,competitive
ocds-pgraph-T-0713,T-0713,1,B-011,Borewell drilling - Nashik (Mar 2025),borewell_drilling,Borewell drilling,works,open,2025-03-18,21,585800.07,327,metre,327,metre,0,0,complete,A-0713,V-0026,495998.61,2025-05-16,0,0,,0,,competitive
ocds-pgraph-T-0714,T-0714,1,B-018,Water supply pipeline works - Barmer (Oct 2023),water_pipeline,Water supply pipeline works,works,open,2023-10-09,10,,1136,metre,1136,metre,3,1,complete,A-0714,V-0102,2355707.89,2023-11-30,0,0,,0,,competitive
ocds-pgraph-T-0715,T-0715,1,B-018,Water supply pipeline works - Barmer (May 2023),water_pipeline,Water supply pipeline works,works,open,2023-05-31,21,7023737.44,2699,metre,2699,metre,5,1,complete,A-0715,V-0102,6034950.15,2023-07-10,0,0,,0,,competitive
ocds-pgraph-T-0716,T-0716,1,B-018,Water supply pipeline works - Barmer (Jan 2024),water_pipeline,Water supply pipeline works,works,open,2024-01-30,21,3211329.68,1291,metre,1291,metre,4,1,complete,A-0716,V-0102,2906278.63,2024-03-12,0,0,,0,,competitive
ocds-pgraph-T-0717,T-0717,1,B-018,Borewell drilling - Barmer (Mar 2024),borewell_drilling,Borewell drilling,works,open,2024-03-17,14,1980717.47,1246,metre,1246,metre,1,1,complete,A-0717,V-0161,2165201.01,2024-05-10,0,0,,0,,single
ocds-pgraph-T-0718,T-0718,1,B-018,Borewell drilling - Barmer (Nov 2024),borewell_drilling,Borewell drilling,works,open,2024-11-28,14,4164437.61,2463,metre,2463,metre,1,1,complete,A-0718,V-0119,3506006.4,2024-12-22,0,0,,0,,competitive
ocds-pgraph-T-0719,T-0719,1,B-018,Water supply pipeline works - Barmer (Feb 2024),water_pipeline,Water supply pipeline works,works,open,2024-02-03,21,3426748.75,1500,metre,1500,metre,1,1,complete,A-0719,V-0177,3433021.84,2024-03-31,0,0,,0,,single
ocds-pgraph-T-0720,T-0720,1,B-018,Borewell drilling - Barmer (Jun 2025),borewell_drilling,Borewell drilling,works,open,2025-06-22,30,3431004.88,2009,metre,2009,metre,2,1,complete,A-0720,V-0119,2944321.88,2025-08-11,0,0,,0,,competitive
ocds-pgraph-T-0721,T-0721,1,B-018,Borewell drilling - Barmer (Aug 2024),borewell_drilling,Borewell drilling,works,open,2024-08-08,14,2614355.22,1666,metre,1666,metre,3,1,complete,A-0721,V-0161,2269369.44,2024-09-22,0,0,,0,,competitive
ocds-pgraph-T-0722,T-0722,1,B-018,Borewell drilling - Barmer (Aug 2024),borewell_drilling,Borewell drilling,works,open,2024-08-09,30,738857.64,430,metre,430,metre,1,1,complete,A-0722,V-0119,790626.81,2024-09-18,0,0,,0,,single
ocds-pgraph-T-0723,T-0723,1,B-018,Water supply pipeline works - Barmer (Oct 2025),water_pipeline,Water supply pipeline works,works,open,2025-10-04,14,12375058.29,4363,metre,4363,metre,4,1,complete,A-0723,V-0102,11352174.71,2025-11-29,0,0,,0,,competitive
